DataYear,BuildingType,PrimaryPropertyType,Latitude,Longitude,NumberofBuildings,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,SiteEnergyUse(kBtu),TotalGHGEmissions,BuildingAge,mean_GFA_per_floor,Number_of_Use_Types
2016,NonResidential,Large Office,47.62177,-122.36158,1.0,275734,38452,Office,16373232.0,114.14,35,39547.0,2
2016,NonResidential,Warehouse,47.56064,-122.32522,1.0,123061,0,Non-Refrigerated Warehouse,1987934.625,13.86,15,61530.5,1
2016,NonResidential,Distribution Center,47.54868,-122.3255,1.0,59090,0,Distribution Center,2756214.75,117.11,53,29545.0,2
2016,NonResidential,Warehouse,47.5471,-122.32406,1.0,106000,0,Non-Refrigerated Warehouse,763364.5,5.32,53,53000.0,1
2016,NonResidential,Large Office,47.63349,-122.32634,1.0,158600,38400,Office,18309150.0,236.9,54,30050.0,3
2016,NonResidential,Distribution Center,47.53764,-122.3232,1.0,119661,0,Distribution Center,775729.1875,5.44,56,59830.5,1
2016,NonResidential,Large Office,47.62958,-122.32826,1.0,139200,44728,Office,4342597.0,30.27,15,11809.0,1
2016,NonResidential,Small- and Mid-Sized Office,47.62566,-122.34287,1.0,95721,33921,Office,3063504.5,21.36,32,8828.57142857143,2
2016,NonResidential,Large Office,47.62929,-122.34194,2.0,213283,115228,Office,5661689.5,39.47,20,16342.5,2
2016,NonResidential,Large Office,47.64776,-122.33924,1.0,103697,47656,Office,11319836.0,374.92,15,14010.25,1
2016,NonResidential,Small- and Mid-Sized Office,47.70105,-122.32659,1.0,74880,0,Office,5134607.5,35.8,42,12480.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.69999,-122.32663,1.0,88774,0,Office,6029121.5,42.03,37,12682.0,2
2016,NonResidential,Large Office,47.69917,-122.3268,1.0,122250,0,Office,5535626.0,38.59,33,20375.0,4
2016,NonResidential,Small- and Mid-Sized Office,47.70063,-122.32487,1.0,53730,0,Office,4742869.0,33.06,37,10746.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.5671,-122.36416,1.0,55593,0,Office,4224872.5,93.23,56,13898.25,1
2016,NonResidential,Large Office,47.62269,-122.33224,1.0,134056,60960,Office,4695139.0,32.73,34,14619.2,2
2016,NonResidential,Retail Store,47.5653,-122.33076,1.0,158415,0,Retail Store,22394416.0,454.49,11,79207.5,1
2016,NonResidential,Large Office,47.61907,-122.33651,1.0,287819,0,Office,48406556.0,349.07,87,31979.88888888889,4
2016,NonResidential,Small- and Mid-Sized Office,47.62003,-122.35706,1.0,86995,28800,Office,2991674.75,20.86,31,11639.0,2
2016,NonResidential,Retail Store,47.66057,-122.36857,1.0,164437,0,Retail Store,18390344.0,326.18,17,82218.5,3
2016,NonResidential,Large Office,47.62402,-122.33755,1.0,184482,66234,Office,5671256.0,40.47,7,19708.0,3
2016,NonResidential,Laboratory,47.62348,-122.33743,1.0,55200,0,Laboratory,11594121.0,269.71,88,13800.0,2
2016,NonResidential,Large Office,47.62286,-122.33804,1.0,139282,52582,Office,3238216.0,22.57,12,12385.714285714286,5
2016,NonResidential,Large Office,47.62383,-122.3356,1.0,271071,98700,Office,7851334.5,61.93,7,28728.5,3
2016,NonResidential,Warehouse,47.62572,-122.33389,1.0,127800,0,Non-Refrigerated Warehouse,2767491.0,29.53,102,21300.0,1
2016,NonResidential,Large Office,47.62621,-122.33128,1.0,226592,95000,Office,11963428.0,94.64,15,18798.85714285714,2
2016,NonResidential,Large Office,47.62137,-122.33744,1.0,209816,73673,Office,6917478.5,122.68,10,27228.6,4
2016,NonResidential,Large Office,47.62131,-122.33814,1.0,303103,109905,Office,7519466.5,69.59,10,27599.714285714286,3
2016,NonResidential,Mixed Use Property,47.62002,-122.33687,1.0,67380,0,Non-Refrigerated Warehouse,2755829.0,74.1,62,16845.0,5
2016,NonResidential,Small- and Mid-Sized Office,47.62115,-122.3597,1.0,88062,20826,Office,3415561.25,23.81,42,11206.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.62224,-122.3585,1.0,87178,20416,Office,3632613.75,25.32,44,11127.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.62224,-122.3585,1.0,87178,20416,Office,3493093.75,24.35,46,11127.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.62014,-122.35768,1.0,88000,21600,Office,3484915.5,24.29,45,11066.666666666666,2
2016,NonResidential,Medical Office,47.65821,-122.31831,1.0,196749,88405,Medical Office,19165116.0,477.87,28,21668.8,2
2016,NonResidential,Medical Office,47.65884,-122.3183,1.0,191276,95281,Medical Office,8422861.0,77.99,22,19199.0,1
2016,NonResidential,Warehouse,47.56885,-122.37121,1.0,98475,0,Non-Refrigerated Warehouse,1090496.625,22.44,19,19695.0,1
2016,NonResidential,Supermarket / Grocery Store,47.7237,-122.29232,1.0,308965,187878,Supermarket/Grocery Store,14512786.0,277.98,21,40362.333333333336,2
2016,NonResidential,Supermarket / Grocery Store,47.56895,-122.33775,1.0,63225,0,Supermarket/Grocery Store,6522551.5,45.47,8,31612.5,1
2016,Nonresidential COS,Other,47.56548,-122.35378,0.0,113780,0,Other - Services,3574542.25,121.98,61,56890.0,2
2016,NonResidential,Warehouse,47.56419,-122.34262,1.0,243044,0,Non-Refrigerated Warehouse,1396082.25,41.8,17,121522.0,1
2016,NonResidential,Other,47.64942,-122.35024,1.0,280252,156312,Parking,11521702.0,80.32,15,30985.0,3
2016,NonResidential,Other,47.63549,-122.34103,1.0,66462,12998,Other,6876439.5,47.94,64,13366.0,2
2016,NonResidential,Retail Store,47.72053,-122.34739,1.0,131387,0,Retail Store,8773058.0,110.46,19,65693.5,1
2016,NonResidential,Warehouse,47.72377,-122.34095,1.0,94400,0,Non-Refrigerated Warehouse,784364.5,10.24,17,23600.0,1
2016,NonResidential,Other,47.72546,-122.34659,6.0,111900,0,Strip Mall,9814820.0,226.43,52,55950.0,2
2016,NonResidential,Supermarket / Grocery Store,47.72803,-122.34214,0.0,144776,0,Wholesale Club/Supercenter,13424079.0,237.39,32,72388.0,1
2016,NonResidential,Supermarket / Grocery Store,47.7235,-122.34458,1.0,50083,0,Supermarket/Grocery Store,8663691.0,158.92,19,25041.5,2
2016,NonResidential,Large Office,47.65086,-122.35412,1.0,124071,28645,Office,4991360.5,34.9,28,23856.5,1
2016,NonResidential,Small- and Mid-Sized Office,47.64963,-122.35158,1.0,90000,36528,Office,3897738.0,27.17,16,10694.4,1
2016,NonResidential,Small- and Mid-Sized Office,47.64849,-122.35041,1.0,96041,33709,Office,5413418.0,37.74,15,15583.0,2
2016,NonResidential,Large Office,47.64822,-122.34848,1.0,280957,114829,Office,11325513.0,94.47,17,41532.0,4
2016,NonResidential,Large Office,47.64882,-122.34905,1.0,243334,103032,Office,8651835.0,85.01,17,28060.4,2
2016,NonResidential,Large Office,47.55146,-122.32832,1.0,390295,121375,Office,7683885.0,53.57,34,44820.0,2
2016,NonResidential,Warehouse,47.54983,-122.32858,1.0,90000,0,Non-Refrigerated Warehouse,1429146.375,17.17,49,30000.0,2
2016,NonResidential,Retail Store,47.55032,-122.32614,1.0,50200,0,Retail Store,1047461.0,32.22,50,25100.0,1
2016,NonResidential,Small- and Mid-Sized Office,47.66891,-122.38528,1.0,94033,6200,Office,4758198.0,120.24,91,12547.57142857143,5
2016,NonResidential,Warehouse,47.66724,-122.38553,1.0,63240,0,Non-Refrigerated Warehouse,227566.7031,8.15,75,21080.0,1
2016,NonResidential,Other,47.66233,-122.3748,1.0,322869,182454,Parking,17085344.0,413.35,8,23402.5,2
2016,NonResidential,Self-Storage Facility,47.64676,-122.37581,1.0,130293,23400,Self-Storage Facility,465533.3125,3.25,28,21378.6,2
2016,NonResidential,Warehouse,47.65567,-122.37478,1.0,106041,0,Non-Refrigerated Warehouse,1123943.0,25.58,19,21208.2,1
2016,NonResidential,Self-Storage Facility,47.63634,-122.3754,1.0,94470,0,Self-Storage Facility,1000796.875,33.18,60,23617.5,1
2016,NonResidential,Large Office,47.59963,-122.32796,1.0,181694,38186,Office,7637986.0,53.25,14,13046.181818181818,3
2016,NonResidential,Warehouse,47.54769,-122.3251,1.0,22780,0,Non-Refrigerated Warehouse,402051.3125,2.8,50,11390.0,1
2016,NonResidential,Distribution Center,47.54187,-122.32714,1.0,124472,0,Distribution Center,5464762.0,237.36,49,62236.0,2
2016,NonResidential,Large Office,47.60411,-122.33225,1.0,227556,98556,Office,8493420.0,59.21,46,5608.695652173913,2
2016,NonResidential,Distribution Center,47.54187,-122.32714,1.0,50065,0,Distribution Center,1529510.25,42.65,49,25032.5,2
2016,NonResidential,Distribution Center,47.54621,-122.33486,1.0,57540,0,Distribution Center,2582687.0,76.68,47,28770.0,1
2016,NonResidential,Warehouse,47.54853,-122.32814,1.0,85400,0,Non-Refrigerated Warehouse,1536998.25,10.72,50,42700.0,1
2016,NonResidential,Warehouse,47.54912,-122.32819,1.0,55700,0,Non-Refrigerated Warehouse,519806.0938,3.62,50,27850.0,1
2016,NonResidential,Small- and Mid-Sized Office,47.54965,-122.3278,1.0,53250,0,Office,1794187.25,46.93,52,26625.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.62476,-122.34843,1.0,78672,28427,Office,2179719.75,28.63,29,7177.857142857143,1
2016,NonResidential,Warehouse,47.71286,-122.34422,1.0,64660,0,Non-Refrigerated Warehouse,325513.0,6.32,30,16165.0,1
2016,NonResidential,Mixed Use Property,47.61552,-122.31744,1.0,75844,19928,Other,3684188.5,38.48,89,18638.666666666668,3
2016,NonResidential,Distribution Center,47.5701,-122.33342,1.0,161678,0,Distribution Center,9357230.0,204.81,48,80839.0,1
2016,NonResidential,Distribution Center,47.56874,-122.33303,1.0,101101,0,Distribution Center,21795830.0,152.71,67,50550.5,1
2016,NonResidential,Distribution Center,47.57023,-122.33241,1.0,52613,0,Distribution Center,1061458.25,32.02,36,26306.5,1
2016,NonResidential,Other,47.56785,-122.33361,1.0,56608,0,Other,5094197.0,74.31,76,28304.0,2
2016,NonResidential,Refrigerated Warehouse,47.56637,-122.33273,1.0,104099,0,Refrigerated Warehouse,17695420.0,142.36,63,52049.5,3
2016,NonResidential,Supermarket / Grocery Store,47.69267,-122.35506,1.0,58184,7450,Supermarket/Grocery Store,14715262.0,414.43,13,25367.0,2
2016,NonResidential,Supermarket / Grocery Store,47.73315,-122.3105,1.0,58480,0,Supermarket/Grocery Store,11054535.0,272.54,36,29240.0,1
2016,NonResidential,Large Office,47.62029,-122.33078,1.0,336700,124800,Office,9058916.0,54.92,11,30271.428571428572,3
2016,NonResidential,Retail Store,47.62,-122.33027,1.0,264008,159994,Retail Store,9937707.0,190.61,20,20802.8,1
2016,NonResidential,Small- and Mid-Sized Office,47.59367,-122.30957,1.0,62220,0,Office,5444253.5,38.55,102,20740.0,3
2016,NonResidential,Small- and Mid-Sized Office,47.59388,-122.31124,1.0,65430,0,Office,3181045.5,90.24,46,32715.0,2
2016,NonResidential,Large Office,47.66517,-122.30186,1.0,102290,42440,Office,6062770.5,49.17,10,14962.5,2
2016,NonResidential,Other,47.6144,-122.30982,1.0,80004,0,Other,12232124.0,85.28,90,20001.0,1
2016,NonResidential,Warehouse,47.56407,-122.32765,1.0,323916,0,Non-Refrigerated Warehouse,8024064.5,262.45,25,107972.0,2
2016,NonResidential,Mixed Use Property,47.5928,-122.31599,1.0,304052,0,Office,21027396.0,247.35,84,20270.133333333335,3
2016,NonResidential,Small- and Mid-Sized Office,47.64037,-122.32626,1.0,85385,31210,Office,4855036.5,33.85,38,10835.0,3
2016,NonResidential,Distribution Center,47.53687,-122.33316,1.0,98024,0,Distribution Center,1988334.5,42.25,27,32674.666666666668,2
2016,NonResidential,Mixed Use Property,47.62405,-122.33084,1.0,65000,15000,Office,2603931.25,63.89,88,25000.0,3
2016,NonResidential,Large Office,47.62488,-122.33007,1.0,144573,66620,Office,5135040.0,35.8,26,12992.166666666666,2
2016,NonResidential,Retail Store,47.70759,-122.3255,1.0,302812,0,Retail Store,7290824.5,129.29,66,100937.33333333333,1
2016,NonResidential,Small- and Mid-Sized Office,47.70744,-122.33171,1.0,86400,0,Office,9080022.0,293.55,42,14400.0,1
2016,NonResidential,Other,47.7094,-122.31843,0.0,98539,0,Strip Mall,5450441.5,46.49,47,32846.333333333336,1
2016,NonResidential,Small- and Mid-Sized Office,47.70732,-122.33279,1.0,86483,0,Office,6361236.5,44.35,35,12354.714285714286,2
2016,NonResidential,Distribution Center,47.53926,-122.34143,1.0,51600,0,Distribution Center,1124543.125,22.1,40,25800.0,2
2016,NonResidential,Warehouse,47.53689,-122.33847,1.0,140520,0,Non-Refrigerated Warehouse,2225512.0,57.73,48,70260.0,1
2016,NonResidential,Large Office,47.63116,-122.34193,1.0,154029,62380,Office,4636396.5,58.88,30,15274.833333333334,2
2016,NonResidential,Other,47.70887,-122.33494,1.0,161789,91935,Parking,6963616.5,49.28,11,17463.5,2
2016,NonResidential,Medical Office,47.7126,-122.33782,1.0,63909,0,Medical Office,4765753.5,33.22,11,15977.25,2
2016,NonResidential,Warehouse,47.69814,-122.34295,1.0,53472,0,Non-Refrigerated Warehouse,971155.625,34.0,68,17824.0,2
2016,NonResidential,Warehouse,47.52696,-122.32913,1.0,50417,0,Non-Refrigerated Warehouse,1847401.0,58.67,36,25208.5,1
2016,NonResidential,Medical Office,47.70449,-122.33272,1.0,133298,0,Medical Office,15640994.0,295.48,55,33324.5,1
2016,NonResidential,Retail Store,47.70759,-122.3255,1.0,168619,0,Retail Store,6455828.5,91.1,51,56206.333333333336,1
2016,NonResidential,Large Office,47.6244,-122.33157,1.0,175885,71385,Office,6486377.5,45.22,16,20900.0,2
2016,NonResidential,Warehouse,47.56089,-122.33474,1.0,104786,0,Non-Refrigerated Warehouse,1028376.875,23.86,47,34928.666666666664,1
2016,NonResidential,Other,47.55787,-122.335,1.0,53040,41600,Other,1770027.5,49.9,16,5720.0,1
2016,NonResidential,Other,47.55741,-122.33163,0.0,110689,0,Other,2339814.25,107.83,43,55344.5,1
2016,NonResidential,Small- and Mid-Sized Office,47.5563,-122.33186,1.0,53620,0,Office,2058955.25,22.12,68,26810.0,1
2016,NonResidential,Small- and Mid-Sized Office,47.55623,-122.33316,1.0,50008,0,Office,3202213.0,65.3,78,25004.0,1
2016,NonResidential,Large Office,47.6252,-122.36737,1.0,291176,100176,Office,6657348.5,49.74,7,38200.0,2
2016,NonResidential,Warehouse,47.56549,-122.33221,1.0,50832,0,Non-Refrigerated Warehouse,2551022.25,107.16,59,25416.0,2
2016,NonResidential,Refrigerated Warehouse,47.56158,-122.32754,1.0,76354,0,Refrigerated Warehouse,2843033.5,20.29,45,38177.0,1
2016,NonResidential,Warehouse,47.56558,-122.32889,1.0,98480,0,Non-Refrigerated Warehouse,2831565.5,39.5,60,49240.0,1
2016,NonResidential,Mixed Use Property,47.66113,-122.33572,1.0,53002,0,Retail Store,3441643.25,64.0,112,17667.333333333332,4
2016,NonResidential,Other,47.63108,-122.32746,1.0,169785,63782,Other,19155416.0,406.02,96,26500.75,2
2016,NonResidential,Large Office,47.63,-122.3396,1.0,124721,0,Office,13898181.0,365.79,45,10393.416666666666,4
2016,NonResidential,Small- and Mid-Sized Office,47.63376,-122.33968,1.0,94002,0,Office,5662234.0,39.47,46,11750.25,2
2016,NonResidential,Warehouse,47.55515,-122.3275,1.0,93020,0,Non-Refrigerated Warehouse,1252323.875,8.73,42,46510.0,1
2016,NonResidential,Other,47.6153,-122.35014,1.0,23000,0,Other,711118.375,25.74,70,11500.0,2
2016,NonResidential,Supermarket / Grocery Store,47.52095,-122.26825,1.0,61053,0,Supermarket/Grocery Store,13133225.0,306.5,14,30526.5,2
2016,NonResidential,Small- and Mid-Sized Office,47.59895,-122.33379,1.0,78920,0,Office,2830674.75,19.73,112,13153.333333333334,1
2016,NonResidential,Small- and Mid-Sized Office,47.59855,-122.33327,1.0,99440,0,Office,6606832.5,134.69,110,12430.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.59856,-122.33379,1.0,73260,0,Office,2853189.5,19.89,109,10465.714285714286,1
2016,NonResidential,Small- and Mid-Sized Office,47.59979,-122.3338,1.0,69817,0,Office,2178074.5,76.8,116,13963.4,2
2016,NonResidential,Small- and Mid-Sized Office,47.60035,-122.33379,1.0,84750,0,Office,2094724.625,26.04,116,16950.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.60146,-122.33248,1.0,75496,13320,Office,3570161.75,24.89,116,8882.285714285714,3
2016,NonResidential,Large Office,47.59962,-122.33247,1.0,164380,0,Office,7655751.0,130.31,116,32876.0,2
2016,NonResidential,Large Office,47.59858,-122.33198,1.0,160580,0,Office,4336187.5,99.59,109,20072.5,1
2016,Nonresidential COS,Other,47.59871,-122.3299,1.0,67755,0,Other,1904480.0,13.28,110,16938.75,4
2016,NonResidential,Mixed Use Property,47.59334,-122.32905,1.0,56700,0,Office,2371575.0,31.58,106,14175.0,3
2016,NonResidential,Warehouse,47.59366,-122.32666,1.0,82852,0,Non-Refrigerated Warehouse,2153603.5,65.56,94,41426.0,2
2016,NonResidential,Other,47.57941,-122.33131,1.0,76442,0,Other,3978277.0,132.6,63,25480.666666666668,3
2016,NonResidential,Distribution Center,47.57658,-122.33054,1.0,92792,0,Distribution Center,3155496.0,74.18,54,30930.666666666668,2
2016,NonResidential,Other,47.58444,-122.33282,2.0,125519,0,Manufacturing/Industrial Plant,2244317.0,15.65,75,41839.666666666664,1
2016,NonResidential,Large Office,47.58361,-122.33369,1.0,129000,25800,Office,4374646.0,30.5,116,20640.0,1
2016,NonResidential,Warehouse,47.58781,-122.33264,1.0,78814,0,Non-Refrigerated Warehouse,861972.875,16.48,62,39407.0,1
2016,NonResidential,Small- and Mid-Sized Office,47.59486,-122.33368,1.0,58970,0,Office,1776411.75,41.18,112,11794.0,4
2016,NonResidential,Distribution Center,47.59403,-122.33367,1.0,75600,10800,Distribution Center,2688675.75,18.74,106,9257.142857142857,3
2016,NonResidential,Distribution Center,47.59363,-122.33371,1.0,56270,0,Distribution Center,1056782.125,7.37,109,11254.0,4
2016,NonResidential,Small- and Mid-Sized Office,47.59701,-122.33378,1.0,66842,0,Office,5608600.5,138.35,112,13368.4,2
2016,NonResidential,Small- and Mid-Sized Office,47.59639,-122.33368,1.0,75288,10800,Office,2891605.0,20.18,107,9212.57142857143,2
2016,NonResidential,Large Office,47.59806,-122.33475,1.0,184322,0,Office,9722890.0,67.78,112,23040.25,2
2016,NonResidential,Large Office,47.59767,-122.33467,1.0,287853,0,Office,25567108.0,182.14,7,35981.625,2
2016,NonResidential,Small- and Mid-Sized Office,47.59202,-122.33486,1.0,64512,0,Office,5968153.5,180.76,102,21504.0,1
2016,NonResidential,Mixed Use Property,47.58924,-122.33566,1.0,286000,111774,Parking,63835192.0,445.62,7,24889.428571428572,5
2016,NonResidential,Warehouse,47.58365,-122.33467,1.0,144050,0,Non-Refrigerated Warehouse,3929371.0,98.43,90,18006.25,1
2016,NonResidential,Small- and Mid-Sized Office,47.58252,-122.33465,1.0,60592,0,Office,5049446.5,47.25,86,15148.0,1
2016,NonResidential,Retail Store,47.57842,-122.33558,1.0,107930,0,Retail Store,7221482.5,100.42,23,53965.0,1
2016,NonResidential,Warehouse,47.57096,-122.3355,1.0,99084,0,Non-Refrigerated Warehouse,1618110.375,49.25,90,49542.0,1
2016,NonResidential,Distribution Center,47.56676,-122.35247,1.0,72719,0,Distribution Center,2581741.75,42.74,63,36359.5,1
2016,NonResidential,Small- and Mid-Sized Office,47.59534849,-122.327269,0.0,76624,0,Office,2773647.5,33.41,86,15324.8,1
2016,NonResidential,Small- and Mid-Sized Office,47.66158,-122.31625,1.0,91706,36583,Office,8570571.0,59.75,15,7874.714285714285,3
2016,NonResidential,Medical Office,47.62395,-122.33392,1.0,129093,39902,Medical Office,19248732.0,477.85,8,14865.166666666666,3
2016,NonResidential,Large Office,47.56787,-122.36419,1.0,138106,16221,Office,8381834.5,58.43,25,20314.166666666668,2
2016,NonResidential,Retail Store,47.56664,-122.32346,1.0,56572,0,Retail Store,2409429.0,67.29,43,28286.0,1
2016,NonResidential,Large Office,47.59794,-122.32767,1.0,312512,0,Office,25747022.0,185.39,16,26042.666666666668,3
2016,NonResidential,Large Office,47.6074,-122.33777,1.0,1592914,0,Office,56498868.0,481.06,11,37044.51162790698,5
2016,NonResidential,Small- and Mid-Sized Office,47.61077,-122.3361,1.0,97720,0,Office,2478025.25,17.28,90,13960.0,3
2016,NonResidential,Medical Office,47.61002,-122.32222,1.0,422503,206580,Medical Office,17254810.0,190.1,31,19629.363636363636,1
2016,NonResidential,Medical Office,47.60649,-122.31121,1.0,94500,0,Medical Office,5792926.0,40.38,29,11812.5,1
2016,NonResidential,Retail Store,47.53655,-122.36377,0.0,94713,0,Retail Store,5417598.0,94.74,11,47356.5,1
2016,NonResidential,Medical Office,47.60707,-122.3288,1.0,302902,101342,Medical Office,14751117.0,130.32,8,20156.0,2
2016,NonResidential,Medical Office,47.60883,-122.32494,1.0,319911,156407,Medical Office,15067340.0,357.39,43,8175.2,2
2016,NonResidential,Large Office,47.60353,-122.33558,1.0,205521,0,Office,8138616.5,282.46,116,29360.14285714286,2
2016,NonResidential,Small- and Mid-Sized Office,47.60197,-122.33437,1.0,56700,0,Office,3065954.5,21.37,116,8100.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.59554,-122.32471,1.0,72000,0,Office,2729167.75,23.48,91,14400.0,1
2016,NonResidential,Large Office,47.63347,-122.34078,1.0,191146,94892,Office,5101504.5,35.56,16,19250.8,2
2016,NonResidential,Other,47.56797,-122.36711,1.0,68763,11527,Other - Recreation,9029489.0,310.19,15,14309.0,3
2016,NonResidential,Large Office,47.61567,-122.33503,1.0,362046,0,Office,15725581.0,116.95,8,24136.4,3
2016,NonResidential,Other,47.62476,-122.35521,3.0,81336,0,Lifestyle Center,13085297.0,270.17,22,27112.0,1
2016,NonResidential,Large Office,47.6115,-122.33278,1.0,538933,0,Office,16020642.0,111.69,15,22455.541666666668,2
2016,NonResidential,Other,47.61234,-122.34897,1.0,275982,197130,Parking,5233553.5,36.49,33,11264.57142857143,2
2016,NonResidential,Small- and Mid-Sized Office,47.62497,-122.35965,1.0,98668,0,Office,4391348.0,30.61,34,16444.666666666668,1
2016,NonResidential,Large Office,47.57639,-122.32072,1.0,158931,28381,Office,8751704.0,98.54,9,65275.0,4
2016,NonResidential,Large Office,47.65692,-122.37059,1.0,105100,0,Office,22078064.0,357.86,38,52550.0,1
2016,NonResidential,Retail Store,47.63284,-122.37712,1.0,50660,0,Retail Store,2661488.0,60.7,38,25330.0,1
2016,NonResidential,Small- and Mid-Sized Office,47.63156,-122.37551,1.0,61929,0,Office,2203026.5,55.73,79,20643.0,1
2016,NonResidential,Large Office,47.62302,-122.36476,1.0,165111,55000,Office,25478086.0,177.62,16,22022.2,3
2016,NonResidential,Small- and Mid-Sized Office,47.61588,-122.34965,1.0,20565,0,Office,802312.5,5.59,91,5141.25,1
2016,NonResidential,Large Office,47.62175,-122.36313,1.0,159937,55971,Office,7857972.5,54.78,16,17327.666666666668,2
2016,NonResidential,Large Office,47.62101,-122.36188,1.0,183964,46763,Office,14856199.0,103.57,8,22866.833333333332,3
2016,NonResidential,Large Office,47.61891,-122.35958,1.0,208210,78848,Office,5514308.5,116.74,30,21560.333333333332,2
2016,NonResidential,Large Office,47.61813,-122.35833,1.0,277486,80283,Office,12729858.0,88.74,30,24650.375,3
2016,NonResidential,Large Office,47.614,-122.35375,1.0,187130,0,Office,10053489.0,70.09,23,46782.5,6
2016,NonResidential,Large Office,47.61287,-122.35022,1.0,251044,117867,Office,17186624.0,119.81,16,22196.166666666668,2
2016,NonResidential,Warehouse,47.60703,-122.34038,1.0,154330,0,Non-Refrigerated Warehouse,1262235.25,8.8,104,25721.666666666668,1
2016,NonResidential,Large Office,47.60604,-122.33948,1.0,108245,14690,Office,4515180.5,50.17,98,13365.0,6
2016,NonResidential,Large Office,47.6047,-122.33739,1.0,167860,0,Office,6797647.0,47.39,111,23980.0,3
2016,NonResidential,Large Office,47.60247,-122.33621,1.0,112560,0,Office,4946798.5,97.82,106,16080.0,2
2016,NonResidential,Retail Store,47.60223,-122.33602,1.0,86204,0,Other,3241917.0,69.02,106,12314.857142857143,1
2016,Nonresidential COS,Warehouse,47.5829,-122.32417,1.0,145158,0,Non-Refrigerated Warehouse,8384523.0,119.46,31,48386.0,3
2016,NonResidential,Large Office,47.58716,-122.32214,1.0,112896,0,Office,10287986.0,157.48,65,37632.0,2
2016,NonResidential,Distribution Center,47.58685,-122.32501,1.0,110613,0,Distribution Center,1015060.188,7.08,56,55306.5,2
2016,NonResidential,Warehouse,47.58553,-122.32511,1.0,149881,0,Non-Refrigerated Warehouse,2417401.25,95.86,65,29976.2,2
2016,NonResidential,Warehouse,47.58042,-122.32552,1.0,98220,0,Non-Refrigerated Warehouse,6468090.0,75.29,65,24555.0,1
2016,NonResidential,Distribution Center,47.58096,-122.32313,1.0,84420,0,Distribution Center,2848317.25,19.86,46,42210.0,3
2016,NonResidential,Distribution Center,47.57055,-122.3267,1.0,73335,0,Distribution Center,5197118.0,155.74,55,36667.5,2
2016,NonResidential,Distribution Center,47.5794,-122.32848,1.0,56876,0,Distribution Center,1791715.625,48.5,88,18958.666666666668,3
2016,NonResidential,Warehouse,47.58241,-122.32866,1.0,61200,0,Non-Refrigerated Warehouse,4912143.0,178.62,85,20400.0,1
2016,NonResidential,Distribution Center,47.58772,-122.32686,1.0,111908,0,Distribution Center,1555420.25,34.14,29,55954.0,1
2016,NonResidential,Other,47.5908,-122.32828,3.0,63644,0,Other - Public Services,6858533.5,168.5,30,21214.666666666668,2
2016,NonResidential,Mixed Use Property,47.59439,-122.32839,3.0,108753,18860,Non-Refrigerated Warehouse,3639670.25,25.37,86,29964.333333333332,6
2016,NonResidential,Supermarket / Grocery Store,47.69197,-122.35877,1.0,141890,35545,Supermarket/Grocery Store,16865978.0,293.56,46,53172.5,2
2016,NonResidential,Small- and Mid-Sized Office,47.6633,-122.37549,1.0,92092,21055,Office,4817062.0,33.58,15,14207.4,1
2016,NonResidential,Warehouse,47.6592,-122.38437,0.0,56259,0,Non-Refrigerated Warehouse,2346571.5,86.9,42,14064.75,3
2016,NonResidential,Large Office,47.64912,-122.34823,1.0,202623,88855,Office,8873485.0,61.86,8,22753.6,3
2016,NonResidential,Small- and Mid-Sized Office,47.64932,-122.35187,1.0,77174,25800,Office,5481549.0,38.21,16,17124.666666666668,1
2016,NonResidential,Large Office,47.62817,-122.34212,1.0,110524,0,Office,6859198.0,47.82,18,18420.666666666668,3
2016,NonResidential,Mixed Use Property,47.6289,-122.32877,1.0,287224,103650,Parking,21042926.0,314.43,8,30595.666666666668,4
2016,NonResidential,Large Office,47.62225,-122.35915,1.0,241875,84689,Office,8655604.0,68.06,16,19648.25,2
2016,NonResidential,Large Office,47.61949,-122.35639,1.0,102930,18720,Office,4750799.0,65.03,42,14035.0,2
2016,NonResidential,Small- and Mid-Sized Office,47.61472,-122.35566,1.0,76893,0,Office,12029600.0,260.13,114,19223.25,3
2016,NonResidential,Large Office,47.61732,-122.34791,1.0,150000,23630,Office,9343428.0,119.93,41,14041.111111111111,2
2016,NonResidential,Large Office,47.61628,-122.33391,1.0,274362,0,Office,16540550.0,147.82,63,34295.25,1
2016,NonResidential,Large Office,47.61599,-122.34165,1.0,378002,116280,Office,17750994.0,246.83,33,16357.625,2
2016,NonResidential,Large Office,47.61481,-122.33969,1.0,169020,0,Office,11480494.0,346.62,53,14085.0,5
2016,NonResidential,Large Office,47.61418,-122.33485,1.0,383515,89778,Office,15878689.0,110.7,35,14686.85,3
2016,NonResidential,Retail Store,47.61203,-122.33486,1.0,78920,0,Retail Store,8303666.5,109.85,87,15784.0,1
